age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
23,M,162,Seule,2,false,6380 AV 50
26,M,228,En Couple,0,false,1283 UG 89
18,M,1203,En Couple,0,true,5362 IA 79
73,M,581,En Couple,2,false,6812 LZ 10
21,F,409,En Couple,0,false,4404 FM 94
23,F,441,En Couple,2,false,1979 AG 64
37,M,473,Célibataire,0,false,9591 DT 46
24,M,570,?,2,false,3548 WB 12
35,M,729,En Couple,2,false,617 NK 58
44,M,419,Célibataire,0,false,3314 ZC 19
57,M,1030,En Couple,1,false,8294 SD 78
65,M,901,En Couple,4,false,7036 VN 87
39,M,1225,En Couple,1,false,1375 ON 60
38,M,182,En Couple,0,false,259 UO 60
69,M,893,Célibataire,0,false,3506 JQ 25
19,M,442,En Couple,3,false,6712 RB 69
69,F,476,Célibataire,0,false,8567 SQ 29
57,M,463,En Couple,1,false,9864 KO 44
71,F,475,En Couple,3,false,8143 VO 23
35,F,598,Célibataire,0,false,665 JJ 82
18,M,178,En Couple,3,false,4517 SB 51
19,F,507,En Couple,0,false,1452 BF 97
46,F,192,Célibataire,0,false,7166 NN 27
59,M,539,En Couple,1,false,1115 PE 19
23,F,206,En Couple,1,false,6522 MM 40
47,M,233,En Couple,0,false,5593 IV 63
19,M,569,Marié(e),3,true,6146 GJ 93
22,M,449,En Couple,3,false,3303 VB 79
55,M,523,Célibataire,0,false,8762 NE 69
51,M,428,Célibataire,0,false,1867 GF 97
44,M,167,En Couple,2,true,190 QK 87
28,M,475,En Couple,3,false,2392 KT 32
-1,M,242,En Couple,2,false,3702 XJ 67
23,M,150,En Couple,3,false,7818 GG 18
29,M,936,En Couple,2,false,3731 XX 46
52,M,244,En Couple,1,false,2776 JU 35
20,M,483,En Couple,0,false,401 JR 53
74,M,516,En Couple,0,false,5539 IR 18
64,M,1315,En Couple,0,false,325 CN 12
71,M,523,Célibataire,0,false,4067 LZ 21
35,M,444,En Couple,0,false,9471 PD 70
56,M,1378,En Couple,-1,false,2798 AW 38
52,F,569,Célibataire,0,false,8534 IX 20
21,F,884,Célibataire,0,false,1058 VE 96
24,M,507,En Couple,0,true,3648 EK 40
58,M,440,En Couple,1,false,2392 ST 38
59,M,549,Seule,3,false,9337 TW 16
69,M,468,Seule,3,false,5521 CQ 90
60,M,401,En Couple,4,false,3816 JN 52
81,M,514,En Couple,4,false,346 XW 87
44,M,1248,Célibataire,0,false,7439 ZT 93
18,M,1307,En Couple,4,false,9897 HV 87
40,M,172,Célibataire,0,false,1370 EG 52
26,F,1267,En Couple,1,false,5631 SU 40
57,F,858,En Couple,2,false,3996 KK 36
77,M,1293,Célibataire,0,false,6213 AU 79
72,M,743,En Couple,3,false,1975 XB 20
59,F,761,Célibataire,0,false,337 HK 15
23,M,178,En Couple,4,false,9154 PR 10
19,M,179,En Couple,4,false,1984 JO 18
20,M,178,Célibataire,0,false,5474 GN 55
42,F,188,Célibataire,0,false,8299 VG 55
42,M,234,Seule,3,false,3060 JS 43
 ,M,1031,Célibataire,0,false,8372 GI 18
32,M,1043,En Couple,0,false,5966 TF 86
58,M,443,En Couple,2,false,2951 LW 35
51,M,414,En Couple,4,false,8275 YZ 86
28,Femme,433,En Couple,1,false,1371 BT 68
43,M,426,En Couple,3,false,6877 RV 82
84,M,480,Célibataire,0,false,8945 KU 95
48,M,1158,Marié(e),1,false,2995 WH 80
53,F,1053,Seule,2,false,9585 WH 61
39,F,194,En Couple,4,true,3106 WD 80
57,M,578,En Couple,3,false,2577 SF 89
37,F,532,En Couple,0,false,3606 YL 13
83,M,195,En Couple,0,false,1999 OS 58
19,M,436,En Couple,4,false,7008 BU 52
81,F,186,En Couple,1,true,228 PX 34
31,M,1361,En Couple,1,false,5102 ZE 51
26,F,522,Célibataire,0,false,5617 NA 81
78,F,224,En Couple,1,true,360 EV 65
22,F,563,En Couple,1,false,34 AP 36
64,M,494,Seule,1,false,2302 SP 55
39,F,437,En Couple,1,true,5599 FO 13
48,M,215,En Couple,3,false,7005 UB 21
23,F,211,Célibataire,0,false,4744 QC 51
70,M,236,Célibataire,0,false,1385 XH 17
69,M,549,En Couple,2,false,5014 MD 57
18,M,465,En Couple,1,false,8498 ZP 31
57,M,1309,Célibataire,0,false,351 VZ 43
61,M,442,En Couple,1,false,6513 SV 35
84,F,1332,Célibataire,0,false,6768 GM 80
27,M,447,En Couple,4,false,4809 SF 43
45,F,468,En Couple,3,false,6498 AE 36
20,M,227,En Couple,4,false,7352 EA 14
80,M,549,En Couple,1,false,2999 EF 52
72,M,909,Célibataire,0,false,9397 XL 45
71,M,1219,En Couple,2,false,6027 LL 87
27, ,498,En Couple,0,false,3265 YD 61
22,M,567,En Couple,3,false,9173 MJ 61
26,M,1125,Célibataire,0,false,72 HK 36
77,M,460,En Couple,3,false,1477 DC 95
45,F,437,En Couple,2,false,5327 YX 72
22,M,493,En Couple,3,false,4437 JQ 11
73,?,1174,Célibataire,0,false,6661 PF 41
64,F,1165,En Couple,1,false,9499 WU 40
28,M,523,En Couple,4,false,7539 JV 44
37,M,436,En Couple,2,true,9059 ZK 82
46,F,1192,Célibataire,0,false,478 WW 78
75,M,178,En Couple,0,false,1990 XB 79
32,M,232,En Couple,1,true,6449 KX 69
76,M,557,En Couple,1,true,5159 UF 12
42,M,216,Célibataire,0,false,2213 JB 36
76,M,538,Seule,1,false,6625 OU 36
26,F,480,En Couple,1,false,2363 XA 71
59,M,870,En Couple,3,false,5164 QB 59
44,M,529,Célibataire,0,false,8590 MY 93
27,F,596,En Couple,3,false,2936 SD 11
31,F,468,Célibataire,0,false,9668 UD 26
70,M,897,Célibataire,0,false,9646 IA 53
84,F,541,En Couple,4,false,8923 VZ 41
80,F,481,En Couple,3,false,1140 BS 50
84,F,249,En Couple,4,false,8446 CK 80
39,M,552,Célibataire,0,false,663 GC 78
55,M,580,En Couple,1,false,6590 YV 51
49,M,518,Célibataire,0,false,8063 OU 97
23,F,412,En Couple,4,false,8475 ZN 59
31,M,1197,Célibataire,0,false,3424 NA 87
34,M,465,En Couple,2,false,5546 IH 80
71,M,458,En Couple,1,false,1877 FN 46
43,M,838,Célibataire,0,false,4350 JS 49
30,M,409,En Couple,0,false,1381 AS 52
27,M,599,Célibataire,0,false,6001 QJ 74
24,M,1313,En Couple,0,false,2752 ZT 82
19,F,513,En Couple,0,true,8153 ZI 86
75,F,170,Célibataire,0,false,64 EU 82
50,F,178,En Couple,2,true,5813 OR 21
70,M,930,Célibataire,0,false,7450 UC 47
84,M,492,En Couple,2,false,5519 SQ 57
76,F,227,En Couple,2,false,636 NB 11
41,M,183,En Couple,1,false,8010 OC 49
26,M,461,Célibataire,0,false,9614 TE 46
45,M,594,En Couple,1,false,2787 AU 81
28,M,452,En Couple,0,true,9107 WH 44
26,M,587,En Couple,4,false,8210 NF 64
28,F,247,Seule,1,false,2759 WN 17
35,M,890,Célibataire,0,false,887 VL 65
34,M,590,Célibataire,0,false,8592 RN 27
45,M,489,En Couple,2,false,5263 II 83
29,M,220,En Couple,1,false,4142 IT 43
42,M,556,Célibataire,0,false,2654 WV 77
36,M,238,En Couple,3,true,6028 JW 84
38,M,570,En Couple,1,false,7875 KG 86
59,F,538,En Couple,4,false,1055 NI 45
37,M,811,En Couple,2,false,4809 ER 69
54,F,407,En Couple,1,false,8100 CZ 53
59,M,165,En Couple,0,true,4114 DE 22
45,M,171,Célibataire,0,false,3171 LJ 24
42,M,939,En Couple,2,true,428 NO 80
48,F,416,En Couple,0,false,8528 ME 53
58,F,962,Célibataire,0,false,8382 FS 31
66,M,436,En Couple,3,false,9734 BP 56
30,M,481,En Couple,2,false,4825 KS 60
19,M,877,En Couple,0,false,5196 BP 65
37,M,526,En Couple,0,false,2952 SO 38
28,F,722,En Couple,2,false,1634 WM 22
54,M,194,Seule,3,false,8850 QH 35
35,F,178,En Couple,3,false,9330 KC 35
23,M,1344,En Couple,0,false,6581 QQ 53
63,F,905,Célibataire,0,false,1681 JU 39
82,M,1148,En Couple,0,true,6378 VE 43
29,M,568,En Couple,2,false,6893 ZO 57
19,F,585,Seule,2,false,5573 SO 48
63,M,235,Célibataire,0,false,9422 BJ 63
41,F,159,Célibataire,0,false,8836 HZ 40
80,M,1206,En Couple,1,false,1782 RH 78
46,M,153,Célibataire,0,false,7197 IQ 91
55,M,?,Célibataire,0,false,9395 ZK 91
50,F,161,En Couple,1,true,2674 VT 38
26,M,474,En Couple,4,false,4570 FF 93
52,M,1024,En Couple,1,true,8733 XV 51
54,M,160,En Couple,0,false,2763 XX 56
49,M,1261,En Couple,3,false,1878 PA 35
20,F,1094,En Couple,4,true,6433 SQ 57
83,M,727,En Couple,1,true,4266 TP 66
56,F,1316,En Couple,2,false,8320 PI 97
26,F,162,En Couple,0,false,6771 BF 12
53,M,486,En Couple,4,false,5607 IN 70
35,M,999,En Couple,1,false,9348 LL 57
67,M,230,En Couple,3,false,2190 DF 10
39,M,466,En Couple,4,false,3835 QA 70
51,M,565,En Couple,2,true,5942 SV 29
74,M,504,Célibataire,0,false,1376 LN 10
77,M,979,Célibataire,0,false,2957 ED 85
26,M,1284,En Couple,3,false,4354 JO 17
38,M,534,En Couple,3,false,2377 YM 86
78,F,582,Célibataire,0,false,1278 WX 60
42,M,889,En Couple,0,false,6906 TR 67
38,M,408,En Couple,3,false,9241 QP 55
24,M,909,En Couple,4,false,1786 ZX 84
29,M,456,Célibataire,0,false,3218 IM 31
76,M,597,En Couple,0,false,3118 JC 88
50,M,834,Célibataire,0,false,2387 HA 93
24,F,232,Célibataire,0,false,419 PI 64
49,F,519,En Couple,2,false,2703 VD 25
61,F,510,Célibataire,0,false,3731 KF 43
52,F,534,Célibataire,0,false,4419 YB 30
49,M,947,En Couple,1,false,9296 MC 89
70,M,567,Célibataire,0,false,7830 PS 21
59,F,521,En Couple,4,false,8373 KY 58
51,M,1188,En Couple,2,false,6554 MN 97
29,M,460,En Couple,4,false,6682 SC 65
56,M,457,Célibataire,0,false,4971 QX 81
41,M,1342,Célibataire,0,false,5278 HU 33
68,M,488,En Couple,2,false,4636 OM 19
41,F,158,En Couple,4,false,5564 AP 97
28,F,594,Célibataire,0,false,3791 ZA 70
28,M,442,Seule,2,false,9000 CJ 12
37,F,217,En Couple,3,false,3771 SD 54
64,F,216,En Couple,1,false,1537 TX 11
32,F,180,En Couple,1,false,21 HZ 60
52,F,489,Célibataire,0,false,7295 XT 53
37,F,154,En Couple,4,true,9258 MD 51
45,M,740,En Couple,3,true,6371 OI 17
20,M,1392,Seule,1,false,816 VD 71
42,M,452,Célibataire,0,false,7003 AO 49
21,M,1222,En Couple,2,false,4298 NE 27
34,M,180,En Couple,2,false,1677 MG 56
49,M,198,Célibataire,0,false,4947 HF 55
37,M,531,Célibataire,0,false,648 JX 61
83,M,590,Célibataire,0,false,6335 GQ 56
73,M,476,En Couple,4,true,2456 WC 69
62,F,1268,En Couple,4,false,5311 ZC 92
36,F,153,En Couple,2,false,9041 TI 47
44,M,593,Célibataire,0,false,811 WE 88
19,M,189,En Couple,4,false,9617 XI 32
81,M,457,En Couple,0,false,5943 GH 27
57,M,506,Seule,2,false,5183 FN 11
28,M,957,En Couple,4,false,6960 BU 18
23,M,172,En Couple,4,false,5760 QH 87
30,M,1255,En Couple,2,false,1070 IC 15
79,F,242,Marié(e),4,false,8494 OY 15
37,M,524,Célibataire,0,false,2482 LL 13
39,M,579,Célibataire,0,false,433 IX 74
28,F,761,Seule,3,false,3862 SX 43
27,M,583,Seule,2,false,4568 LR 64
48,M,1068,En Couple,4,false,5537 BJ 33
69,F,1284,En Couple,1,false,4878 GS 74
29,M,208,En Couple,0,false,8722 NN 38
80,M,453,Célibataire,0,false,1319 PA 88
34,F,596,En Couple,4,false,7906 CW 55
46,M,983,En Couple,1,false,4978 PL 57
40,M,467,En Couple,2,false,8469 HD 76
29,F,448,En Couple,3,false,2198 SF 80
43,F,993,En Couple,2,true,2518 UB 77
57,M,193,En Couple,1,false,7910 HV 66
65,M,1365,Célibataire,0,false,1135 KP 78
21,F,425,En Couple,1,false,7391 GB 29
59,M,244,Célibataire,0,false,2913 BR 33
25,Masculin,899,Célibataire,0,false,1399 OJ 15
59,F,156,En Couple,2,false,2278 KF 84
36,M,438,Seule,3,false,3501 FI 86
78,M,716,En Couple,1,false,3875 LL 51
30,M,881,En Couple,1,false,1693 ZF 48
29,M,505,En Couple,4,false,6617 ZQ 64
43,M,162,En Couple,2,false,7403 SV 54
62,M,579,En Couple,4,true,993 JV 19
33,M,556,Seul,0,false,1252 IC 71
39,M,455,Célibataire,0,false,6750 LG 47
64,M,188,En Couple,4,false,6466 VJ 51
20,F,810,En Couple,2,false,3980 SX 86
47,M,432,En Couple,0,false,2070 UH 97
59,M,592,Célibataire,0,false,6324 EN 43
68,F,239,En Couple,2,false,7134 GZ 26
21,F,571,N/D,0,false,375 ZO 29
21,M,1296,Célibataire,0,false,6622 AX 91
52,F,232,En Couple,0,false,8193 GC 22
36,M,483,Marié(e),2,false,3288 VX 76
30,M,726,Célibataire,0,false,8997 NO 56
52,F,567,En Couple,2,false,1494 BY 85
79,M,179,En Couple,3,false,6756 RT 20
22,F,581,En Couple,3,false,9036 LU 14
37,M,1095,Célibataire,0,false,1832 YB 63
41,F,409,En Couple,2,true,6425 PS 36
21,M,441,Marié(e),1,true,482 GK 57
67,M,450,Célibataire,0,false,3764 RC 51
24,M,422,Célibataire,0,false,1666 VH 21
74,M,1190,En Couple,2,true,7664 VV 23
29,F,452,Célibataire,0,false,5517 FK 71
44,M,431,En Couple,3,true,9434 SJ 88
62,M,1303,En Couple,2,false,4198 GM 16
71,M,1118,En Couple,1,false,9127 IC 60
69,M,924,En Couple,1,false,6551 JE 87
79,M,537,En Couple,2,false,8041 NB 11
43,M,469,En Couple,0,false,4838 SU 81
84,M,479,En Couple,3,false,8553 HB 26
22,M,551,En Couple,3,true,7571 LP 70
26,M,1212,En Couple,1,false,4795 TZ 16
42,F,745,Célibataire,0,false,9558 XR 10
22,M,1375,En Couple,1,false,2895 DQ 11
21,Homme,1108,En Couple,3,false,2227 WH 27
47,M,808,Célibataire,0,false,2875 GV 56
41,M,520,En Couple,4,false,6535 YK 14
41,M,155,En Couple,2,false,5764 UV 83
30,M,232,En Couple,3,false,6649 PM 79
54,M,401,En Couple,3,false,4564 JU 87
32,M,502,Célibataire,0,false,8028 HC 62
44,M,869,En Couple,2,false,258 KT 15
18,M,199,En Couple,2,false,6953 BF 94
28,F,478,Célibataire,0,false,1839 ET 29
41,M,869,En Couple,2,false,9031 IM 92
45,F,485,En Couple,4,false,7925 IP 67
28,M,463,Seule,3,false,3509 DB 82
43,F,171,Célibataire,0,false,4008 PR 92
26,F,814,En Couple,4,false,9500 ZJ 30
73,M,1224,En Couple,1,false,4806 BF 64
24,F,186,En Couple,3,false,7807 GZ 36
38,F,492,En Couple,1,true,6328 LH 93
29,M,889,En Couple,0,false,4059 QG 42
43,M,437,En Couple,1,true,7824 OX 62
23,M,1353,Célibataire,0,false,9337 BM 21
31,M,754,Seule,2,false,7147 LY 21
69,M,481,Célibataire,0,false,4041 OA 92
56,M,925,Célibataire,0,false,6990 IN 21
37,M,571,En Couple,1,false,4039 BG 94
80,M,540,En Couple,2,false,4043 NR 71
46,M,500,En Couple,4,false,2168 US 98
24,M,-1,Célibataire,0,false,4171 SE 61
29,M,509,Célibataire,0,false,5067 RM 47
53,F,487,En Couple,0,true,3474 EK 49
34,M,487,Seule,3,false,6553 RZ 16
58,F,171,Célibataire,0,false,8175 VZ 69
37,Féminin,463,Célibataire,0,false,3974 UK 18
36,M,180,En Couple,1,false,5691 NA 12
71,M,464,En Couple,1,false,3472 MD 60
30,M,178,En Couple,-1,false,3447 VK 29
41,M,1294,En Couple,1,false,2189 SL 30
18,F,489,En Couple,2,false,8272 GM 76
25,M,1173,Célibataire,0,false,9135 DE 86
26,M,405,Seule,3,false,6636 YS 68
30,F,915,En Couple,4,false,3376 CR 29
18,M,865,En Couple,3,true,3628 UL 35
18,M,797,Marié(e),3,false,808 XA 87
21,M,542,Célibataire,0,false,42 UR 89
62,M,520,En Couple,0,true,2308 SG 79
64,M,193,En Couple,0,false,2266 WN 70
26,M,456,En Couple,0,false,414 XR 86
30,F,1202,En Couple,0,false,9098 WV 27
41,M,514,En Couple,4,false,5226 OF 75
37,M,761,En Couple,4,false,8723 TP 16
27,M,847,En Couple,1,true,2516 PD 15
18,M,545,Célibataire,0,false,8231 HA 51
57,M,210,En Couple,0,false,9956 HZ 84
18,F,448,En Couple,4,true,1219 VR 12
78,M,479,En Couple,3,false,11 IS 46
31,F,457,Célibataire,0,false,1388 FJ 79
46,M,1216,Seul,0,false,4613 YU 91
18,M,445,En Couple,2,false,1859 IL 94
37,M,477,En Couple,0,false,3032 QQ 52
43,M,876,Célibataire,0,false,675 CB 73
19,F,533,En Couple,3,false,4017 QU 39
32,M,433,Célibataire,0,false,2975 LF 68
29,M,1386,En Couple,4,false,5243 HJ 23
82,F,1188,Célibataire,0,false,4759 XV 58
20,M,1217,En Couple,1,true,3288 SS 11
52,M,224,Célibataire,0,false,2849 OU 82
51,M,538,En Couple,3,false,5815 DT 12
40,M,223,En Couple,2,false,9713 LT 48
28,Masculin,867,En Couple,1,false,5375 UP 10
77,M,1286,En Couple,2,true,9987 IK 61
41,F,246,En Couple,4,true,7552 RB 94
29,F,551,En Couple,4,false,7549 ZH 95
25,M,920,En Couple,2,false,9190 AJ 45
34,Masculin,531,Célibataire,0,false,1152 AP 30
57,M,717,En Couple,1,true,8679 OF 91
50,M,531,En Couple,4,false,1398 OX 22
35,F,1383,En Couple,3,false,3041 OX 64
29,F,464,Célibataire,0,false,5634 YN 95
82,F,232,En Couple,1,false,367 IS 95
26,F,1087,En Couple,1,false,1701 IA 40
59,M,1104,Célibataire,0,false,8467 AT 81
72,M,466,En Couple,2,false,5893 IG 97
70,M,1027,Célibataire,0,false,506 IA 47
77,F,198,En Couple,0,false,9749 AE 37
25,M,213,En Couple,1,false,7325 AM 69
58,M,534,En Couple,0,false,7793 PW 54
82,F,420,Célibataire,0,false,9260 CB 29
74,M,700,En Couple,2,false,5552 DS 50
24,M,423,En Couple,0,true,3426 BY 72
35,F,1155,Célibataire,0,false,7682 ZV 58
26,M,507,En Couple,0,true,8614 LN 96
44,M,509,En Couple,0,false,1858 UP 93
18,M,1267,Célibataire,0,false,1734 PZ 89
19,M,766,En Couple,3,false,7139 JJ 70
48,M,581,En Couple,2,true,6363 II 58
60,F,530,En Couple,1,false,7716 YM 54
33,M,707,En Couple,3,false,8249 BN 70
19,M,553,En Couple,1,false,6910 CB 81
51,M,588,Célibataire,0,false,1021 SU 34
35,M,173,En Couple,1,false,3218 NX 82
61,M,881,En Couple,0,false,8015 UW 58
58,M,759,En Couple,3,true,4589 JX 90
32,M,1170,Célibataire,0,false,8032 GU 14
55,F,484,En Couple,3,false,3717 SD 74
51,F,224,Célibataire,0,false,5354 PN 13
47,M,1250,En Couple,0,true,7610 BA 66
26,M,834,En Couple,4,false,5845 CM 15
59,M,581,Célibataire,0,false,7544 NA 53
28,F,164,Marié(e),4,true,4653 XT 94
48,M,1102,Célibataire,0,false,9698 BP 15
28,M,828,En Couple,4,false,2990 DZ 61
65,M,523,Seule,2,false,7350 QC 85
39,M,573,En Couple,0,false,4939 JC 23
40,M,432,En Couple,3,true,3212 ND 62
58,M,587,En Couple,0,true,1952 QV 58
18,M,244,En Couple,3,false,8584 BG 41
28,M,593,Célibataire,0,false,6613 WH 66
52,M,536,Célibataire,0,false,8326 RA 73
57,M,473,En Couple,1,false,2907 RF 53
68,M,498,Célibataire,0,false,1979 QF 20
27,M,551,Célibataire,0,false,574 NV 44
26,M,529,Célibataire,0,false,3272 NA 40
37,F,537,En Couple,1,false,3907 CF 39
27,M,873,En Couple,4,false,3847 YN 23
41,M,453,En Couple,1,false,1241 TM 66
41,F,508,Célibataire,0,false,2078 WN 86
25,M,1189,En Couple,0,true,3450 CY 78
50,M,996,En Couple,1,true,7497 RT 96
69,M,1027,N/D,0,false,5272 OE 74
27,M,241,En Couple,0,false,6673 CE 81
83,M,579,Célibataire,0,false,1010 SG 31
36,M,819,Célibataire,0,false,6537 DB 78
79,M,965,En Couple,0,false,9198 QP 95
19,M,924,En Couple,0,false,5245 VI 76
29,M,451,En Couple,1,true,7774 VE 45
75,M,202,Célibataire,0,false,7347 EB 40
26,M,528,En Couple,0,false,9965 LX 66
81,M,204,Seule,1,false,4875 GL 95
46,M,577,En Couple,1,false,6977 VK 81
36,M,447,En Couple,1,false,6705 YL 10
25,F,226,En Couple,0,false,1288 MU 53
79,F,842,En Couple,2,false,7175 UT 65
38,M,599,Célibataire,0,false,6844 VV 91
80,M,1398,En Couple,0,false,6493 IG 30
22,M,159,En Couple,0,false,1633 FJ 59
19,F,1385,En Couple,4,false,9867 CM 43
78,M,1270,En Couple,3,false,3715 HV 52
55,F,488,En Couple,0,false,4259 NE 49
25,M,1149,Célibataire,0,false,6923 DA 29
23,M,967,En Couple,1,true,5665 OB 10
20,M,1382,Célibataire,0,false,3945 ZZ 11
20,F,210,En Couple,2,false,1340 LS 32
20,M,1080,Célibataire,0,false,6424 TG 10
22,M,540,En Couple,4,false,1220 XA 73
22,M,860,Célibataire,0,false,2910 KV 36
34,M,521,Célibataire,0,false,2131 WX 86
48,M,774,Célibataire,0,false,3899 KF 72
79,F,187,En Couple,4,true,494 SZ 19
18,M,521,En Couple,0,false,2503 SG 46
37,M,576,En Couple,1,false,7891 BX 27
38,F,1052,En Couple,0,false,2550 YZ 55
56,F,1105,En Couple,2,false,3259 LI 41
44,F,1303,Célibataire,0,false,5477 DW 93
65,F,454,Seule,2,false,4950 FS 90
27,M,208,En Couple,0,true,1435 HT 65
56,M,871,En Couple,3,false,7859 ZC 81
77,M,401,En Couple,2,false,8923 TS 42
58,M,185,Célibataire,0,false,4567 HA 78
56,F,771,En Couple,0,false,5342 JG 88
41,F,467,En Couple,1,false,514 VR 43
18,F,159,En Couple,2,false,7883 WK 73
73,M,559,Célibataire,0,false,7744 BO 43
51,F,501,En Couple,4,true,8433 II 40
47,M,1285,En Couple,0,false,9539 BM 56
78,M,1078,Seule,1,false,9673 NF 65
73,F,586,En Couple,2,false,5963 VI 41
63,F,442,Célibataire,0,false,7622 FX 81
31,M,582,En Couple,1,false,4112 RU 37
74,M,857,En Couple,3,false,4454 ZB 59
33,F,812,En Couple,3,false,276 HP 75
26,M,567,En Couple,2,true,3919 YE 72
63,M,599,En Couple,2,false,2963 YW 44
21,M,485,Célibataire,0,false,677 CD 47
21,F,415,Célibataire,0,false,3156 BN 75
28,F,248,Célibataire,0,false,9520 HW 38
42,F,555,En Couple,4,false,1975 IM 96
59,F,421,En Couple,2,false,2072 YH 85
24,F,544,En Couple,4,false,4118 HO 74
84,M,1101,Célibataire,0,false,8123 VZ 91
27,M,447,En Couple,1,true,5062 OG 13
72,M,496,En Couple,0,true,18 AS 42
36,M,1377,Célibataire,0,false,6709 BL 86
22,M,512,En Couple,3,false,5250 BH 45
48,M,567,En Couple,2,false,6315 VC 69
28,M,442,En Couple,3,false,3574 MW 38
82,M,520,En Couple,3,false,1706 QZ 49
23,F,183,En Couple,4,false,5047 RL 29
59,M,248,Célibataire,0,false,5264 CF 81
18,M,1182,En Couple,0,false,8358 UO 75
 ,M,1167,Célibataire,0,false,7986 AT 97
67,M,483,En Couple,0,false,3230 BI 56
45,M,743,En Couple,4,false,5760 DJ 95
43,F,574,Célibataire,0,false,2596 ZD 98
68,M,1311,En Couple,1,false,837 ST 40
29,F,771,En Couple,2,false,9064 WS 35
48,M,467,En Couple,2,false,7686 CD 86
57,M,560,En Couple,1,false,9140 BW 18
53,M,899,En Couple,0,true,7888 FI 67
22,F,1288,Célibataire,0,false,2089 RL 97
76,F,513,En Couple,2,false,299 TW 52
55,M,1016,Célibataire,0,false,4406 ZW 90
57,F,218,En Couple,0,false,4795 MB 44
19,M,440,En Couple,3,false,6787 CY 91
24,M,419,En Couple,1,false,3403 DJ 86
32,M,1137,En Couple,2,false,9215 RS 21
68,M,493,En Couple,2,false,114 BT 59
83,M,205,En Couple,0,false,1783 LN 92
53,M,531,En Couple,0,false,1808 TS 61
22,M,537,Célibataire,0,false,5488 RS 50
25,F,223,En Couple,0,false,1567 ZC 87
32,M,216,Seule,2,false,9306 QY 37
37,F,224,Célibataire,0,false,7332 XO 25
34,F,456,En Couple,3,false,8189 DJ 96
73,F,157,En Couple,3,false,9148 EH 59
44,M,492,En Couple,1,false,8956 FC 37
45,F,199,En Couple,3,false,6449 HN 62
40,M,425,En Couple,0,false,5462 TT 80
56,F,917,Célibataire,0,false,2341 CL 31
77,F,248,Célibataire,0,false,7826 NH 34
19,M,966,En Couple,3,false,3428 NT 35
42,M,434,Célibataire,0,false,7488 MJ 33
34,M,184,Célibataire,0,false,67 HX 91
44,M,416,En Couple,3,false,4588 NH 42
19,M,1334,Célibataire,0,false,2533 QY 24
39,M,1052,En Couple,2,false,6812 NY 54
24,F,221,Célibataire,0,false,5442 KV 89
22,M,1285,En Couple,0,false,1550 TL 64
84,M,805,En Couple,4,false,6255 AP 38
27,F,466,En Couple,0,false,5325 RP 11
27,M,1362,Célibataire,0,false,8475 HH 79
29,M,531,Célibataire,0,false,3995 EE 10
45,M,592,Célibataire,0,false,3197 ER 39
31,M,1180,En Couple,4,false,1542 MZ 13
56,M,501,En Couple,3,false,2249 ZJ 91
42,M,171,Célibataire,0,false,8964 IL 63
50,M,1373,Célibataire,0,false,1818 WL 70
54,M,239,En Couple,0,true,1384 CF 48
76,Homme,1360,En Couple,2,false,5094 YW 32
81,M,583,Célibataire,0,false,6541 GY 33
46,M,1291,Célibataire,0,false,3487 LH 60
32,M,1361,En Couple,3,false,1047 WV 49
44,M,534,En Couple,2,true,9502 ZW 96
43,M,247,En Couple,1,false,9479 KZ 69
23,M,563,En Couple,1,false,8408 KA 87
40,M,506,En Couple,0,false,7397 RT 53
44,F,1142,Célibataire,0,false,7659 VL 93
79,F,408,Célibataire,0,false,8517 RB 14
27,M,1007,Célibataire,0,false,3199 XY 78
49,F,585,Célibataire,0,false,1157 VJ 14
29,F,774,En Couple,3,false,1702 RZ 85
23,F,228,Seule,1,false,363 BC 74
18,M,205,En Couple,2,false,2126 FX 74
31,M,178,Seule,3,false,6504 OB 76
48,F,499,En Couple,0,false,4747 ZX 17
45,M,466,Célibataire,0,false,4793 QY 43
41,M,542,En Couple,1,false,2351 VP 26
33,M,162,Célibataire,0,false,5794 YX 14
36,M,564,En Couple,3,false,7316 OF 50
42,M,477,En Couple,3,false,7683 IQ 45
19,M,1032,En Couple,3,false,7951 WJ 47
72,M,526,En Couple,2,false,5925 QX 71
